Settlement Name,Project Type,Project Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Infrastructure Level,Population Density,Growth Rate,Need New Infrastructure
Nakuru,Water,In Progress,88,2022-10-28,2023-07-14,76000000,High,Medium,Stable,0
Mombasa,Water,Not Started,0,,,13000000,High,Medium,Stable,0
Kisumu,Road,Completed,100,2018-08-30,2019-08-17,24000000,Low,Low,Rapid,0
Nyeri,Road,Delayed,83,2021-01-29,2022-06-30,2000000,Low,High,Slow,0
Lamu,Electricity,Delayed,12,2022-03-09,2023-08-28,78000000,Low,Medium,Slow,0
Mombasa,Market,Completed,100,2020-06-19,2021-06-23,1000000,Medium,High,Rapid,0
Kisumu,Bridge,Delayed,38,2021-09-25,2023-05-23,15000000,High,High,Slow,0
Lodwar,Road,In Progress,33,2021-04-08,2022-03-22,7000000,Medium,Low,Slow,0
Wajir,Electricity,Not Started,0,,,82000000,Low,High,Rapid,1
Mombasa,Road,Not Started,0,,,74000000,Low,Low,Rapid,0
Nakuru,Market,Delayed,39,2021-01-04,2021-10-04,69000000,Low,Medium,Slow,0
Kitale,Hospital,Not Started,0,,,77000000,Medium,Low,Stable,0
Mandera,Hospital,Completed,100,2020-08-01,2021-10-05,52000000,High,Low,Rapid,0
Nakuru,Market,Completed,100,2020-02-03,2020-08-07,6000000,Low,Medium,Rapid,0
Wajir,Electricity,Delayed,50,2021-07-10,2022-08-09,81000000,High,Low,Rapid,0
Kisumu,School,Delayed,4,2022-05-26,2023-03-15,80000000,Medium,Medium,Slow,0
Machakos,Water,Completed,100,2019-01-07,2019-06-06,35000000,Low,High,Stable,0
Embu,Road,In Progress,70,2021-04-07,2022-10-31,68000000,Low,Low,Rapid,0
Malindi,Road,Not Started,0,,,36000000,Medium,Medium,Rapid,0
Nairobi,Hospital,Delayed,54,2022-02-12,2023-12-16,23000000,Medium,Low,Rapid,0
Nairobi,Market,Delayed,50,2021-09-04,2023-03-20,24000000,High,High,Stable,0
Naivasha,Electricity,Completed,100,2020-09-20,2021-01-17,1000000,Medium,Medium,Stable,0
Kericho,Hospital,Delayed,17,2021-02-02,2022-10-08,9000000,Low,Medium,Slow,0
Machakos,Water,Delayed,88,2022-05-16,2023-04-01,43000000,Medium,High,Stable,0
Kakamega,Road,Delayed,23,2022-02-23,2023-06-23,81000000,Low,Medium,Rapid,0
Lodwar,School,In Progress,56,2022-03-25,2024-01-13,73000000,High,High,Slow,0
Lamu,Electricity,Delayed,89,2022-07-15,2023-04-02,53000000,Medium,High,Rapid,0
Isiolo,Road,Not Started,0,,,71000000,Medium,Low,Stable,0
Eldoret,Hospital,Not Started,0,,,80000000,Medium,High,Stable,0
Marsabit,Hospital,Completed,100,2019-09-27,2020-05-05,32000000,High,Low,Rapid,0
Kakamega,Hospital,In Progress,68,2021-08-02,2023-02-25,73000000,Low,Low,Rapid,0
Narok,School,Not Started,0,,,86000000,Low,Low,Slow,0
Isiolo,Hospital,Not Started,0,,,53000000,Medium,High,Rapid,0
Lodwar,School,Delayed,52,2021-12-28,2023-05-26,96000000,Low,Low,Rapid,0
Thika,Road,In Progress,37,2022-10-11,2024-06-12,36000000,Low,High,Slow,0
Mombasa,Market,Completed,100,2019-07-04,2020-04-05,30000000,High,Medium,Rapid,0
Lamu,Hospital,Completed,100,2018-01-06,2018-08-01,53000000,Medium,Low,Stable,0
Lodwar,Electricity,Completed,100,2020-01-08,2020-10-08,61000000,Low,Low,Stable,0
Thika,Water,Delayed,93,2022-06-26,2022-08-05,49000000,Low,Low,Stable,0
Thika,Bridge,Delayed,11,2021-07-06,2022-05-08,42000000,Medium,Medium,Slow,0
Thika,School,Not Started,0,,,98000000,High,Medium,Stable,0
Nyeri,Market,Not Started,0,,,8000000,Low,High,Slow,0
Malindi,Bridge,Not Started,0,,,63000000,Low,Low,Slow,0
Nyeri,Market,In Progress,29,2022-10-17,2023-12-05,74000000,Low,High,Slow,0
Nakuru,Road,In Progress,66,2021-06-15,2022-11-26,80000000,High,Low,Rapid,0
Kisumu,Market,Delayed,78,2021-07-08,2022-11-29,6000000,Medium,Low,Slow,0
Lodwar,School,Delayed,77,2021-05-26,2021-10-15,9000000,High,High,Slow,0
Nyeri,Road,In Progress,7,2021-07-02,2023-06-02,50000000,Low,Medium,Rapid,0
Kericho,Road,In Progress,71,2022-04-18,2024-02-25,9000000,Low,High,Slow,0
Nakuru,Road,Not Started,0,,,97000000,Medium,Medium,Rapid,0
Nairobi,Market,In Progress,1,2021-03-28,2021-08-17,33000000,High,Medium,Stable,0
Nairobi,Electricity,Delayed,39,2021-04-17,2022-08-19,41000000,Low,Low,Rapid,0
Nakuru,Water,Not Started,0,,,41000000,High,Low,Rapid,0
Kisumu,School,Completed,100,2019-07-09,2020-10-15,1000000,Medium,Medium,Rapid,0
Nakuru,Road,Not Started,0,,,53000000,High,High,Rapid,0
Nakuru,Bridge,Not Started,0,,,44000000,Low,Low,Rapid,0
Wajir,Water,Completed,100,2020-12-28,2022-03-15,48000000,Medium,Medium,Rapid,0
Narok,Hospital,Not Started,0,,,19000000,Medium,Low,Stable,0
Isiolo,Electricity,Completed,100,2018-11-24,2019-07-18,76000000,Low,Low,Stable,0
Nyeri,Bridge,Delayed,86,2022-07-04,2022-11-02,49000000,Medium,Low,Rapid,0
Nakuru,Water,Delayed,67,2022-03-02,2023-11-19,12000000,Medium,High,Rapid,0
Wajir,Hospital,Completed,100,2019-01-08,2020-01-26,92000000,Medium,Medium,Stable,0
Malindi,Market,Not Started,0,,,63000000,High,Low,Rapid,0
Machakos,School,Delayed,62,2022-02-14,2022-08-26,29000000,Medium,High,Stable,0
Kitale,Electricity,Not Started,0,,,44000000,Medium,Low,Stable,0
Embu,Market,Not Started,0,,,66000000,Low,High,Stable,0
Nyeri,Electricity,Delayed,95,2022-10-31,2024-02-24,51000000,Medium,High,Stable,0
Nairobi,Hospital,Completed,100,2018-10-16,2019-09-29,96000000,High,Low,Stable,0
Nakuru,Hospital,Not Started,0,,,62000000,Medium,High,Rapid,0
Machakos,Market,Completed,100,2020-08-21,2021-10-28,80000000,High,Medium,Slow,0
Marsabit,Market,In Progress,11,2022-10-05,2024-02-07,92000000,Low,Low,Slow,0
Isiolo,Water,Delayed,11,2022-05-17,2023-08-20,54000000,High,Low,Rapid,0
Malindi,Water,Completed,100,2020-02-28,2021-02-15,30000000,Low,Medium,Slow,0
Marsabit,Road,In Progress,52,2022-09-23,2024-02-29,8000000,Low,High,Rapid,0
Wajir,Water,Not Started,0,,,20000000,Low,Low,Slow,0
Narok,School,Not Started,0,,,75000000,High,High,Slow,0
Lamu,Hospital,In Progress,70,2021-03-28,2022-01-31,19000000,Low,Low,Slow,0
Marsabit,Bridge,In Progress,21,2021-11-04,2021-12-15,21000000,High,Low,Rapid,0
Naivasha,Hospital,In Progress,75,2021-05-12,2022-08-15,65000000,High,Low,Stable,0
Nairobi,School,Not Started,0,,,40000000,Medium,Medium,Stable,0
Machakos,Water,Completed,100,2018-05-07,2018-11-14,17000000,Low,Low,Slow,0
Thika,School,Delayed,55,2022-08-13,2023-05-11,33000000,High,Medium,Slow,0
Marsabit,School,Completed,100,2019-11-03,2020-04-04,66000000,Low,High,Stable,0
Wajir,Electricity,Not Started,0,,,38000000,High,Medium,Stable,0
Thika,Market,Delayed,36,2022-12-30,2023-05-02,49000000,Medium,Medium,Rapid,0
Kericho,Market,Not Started,0,,,23000000,High,Low,Slow,0
Machakos,Market,Not Started,0,,,66000000,Medium,Low,Stable,0
Nyeri,Market,Completed,100,2018-02-27,2019-01-09,30000000,High,Low,Stable,0
Kericho,School,Delayed,71,2021-01-26,2021-11-10,82000000,Low,Low,Slow,0
Eldoret,Water,Not Started,0,,,55000000,Low,High,Slow,0
Marsabit,School,Not Started,0,,,71000000,High,Low,Slow,0
Naivasha,Hospital,In Progress,71,2022-01-31,2022-09-14,89000000,Medium,High,Rapid,0
Embu,Market,Not Started,0,,,7000000,High,High,Slow,0
Nakuru,Hospital,Not Started,0,,,68000000,Low,Low,Slow,0
Mombasa,Hospital,In Progress,51,2022-10-10,2023-09-24,52000000,Low,Medium,Rapid,0
Voi,Market,Not Started,0,,,71000000,Medium,Medium,Slow,0
Mombasa,Bridge,Completed,100,2020-06-12,2021-06-30,54000000,Medium,High,Slow,0
Meru,Road,Completed,100,2019-03-23,2019-10-20,34000000,High,Low,Stable,0
Kitale,Road,Not Started,0,,,78000000,Low,Low,Slow,0
Mandera,Market,Not Started,0,,,62000000,High,Medium,Rapid,0
Isiolo,Hospital,Delayed,90,2022-05-03,2023-05-16,32000000,High,High,Rapid,0
Nyeri,School,Delayed,68,2022-10-30,2023-06-13,34000000,Medium,Low,Slow,0
Marsabit,School,Completed,100,2018-10-27,2019-11-29,82000000,High,Medium,Stable,0
Wajir,Bridge,Completed,100,2018-11-09,2019-06-15,81000000,Medium,High,Rapid,0
Mandera,Hospital,Completed,100,2020-05-31,2021-10-06,38000000,High,Low,Rapid,0
Eldoret,Road,In Progress,59,2021-08-27,2021-10-09,34000000,Medium,High,Slow,0
Lodwar,Hospital,Not Started,0,,,19000000,Low,Low,Rapid,0
Nakuru,Market,Not Started,0,,,53000000,Low,High,Stable,0
Naivasha,Road,Not Started,0,,,61000000,High,Medium,Stable,0
Garissa,Water,Delayed,94,2022-12-29,2024-09-24,44000000,High,Low,Rapid,0
Garissa,Electricity,Delayed,1,2021-01-20,2021-10-26,19000000,Medium,Medium,Rapid,0
Machakos,Water,Not Started,0,,,47000000,High,Medium,Stable,0
Kakamega,Electricity,Not Started,0,,,32000000,High,High,Rapid,0
Eldoret,Market,Not Started,0,,,32000000,Medium,Medium,Stable,0
Mombasa,Market,In Progress,38,2022-06-26,2023-05-13,52000000,High,High,Slow,0
Nairobi,Bridge,In Progress,23,2022-10-05,2022-11-10,49000000,Low,High,Slow,0
Meru,Electricity,Delayed,57,2022-09-08,2023-03-24,17000000,Medium,High,Rapid,0
Kericho,Bridge,Not Started,0,,,41000000,High,Low,Rapid,0
Kericho,Market,Delayed,80,2021-09-19,2022-06-20,92000000,High,Medium,Rapid,0
Embu,Water,Not Started,0,,,34000000,High,Medium,Rapid,0
Malindi,Electricity,Delayed,3,2022-08-03,2023-09-08,63000000,Low,Medium,Rapid,0
Isiolo,Bridge,In Progress,59,2022-11-26,2023-09-12,36000000,High,Medium,Slow,0
Malindi,Hospital,Delayed,91,2021-01-05,2022-08-04,71000000,Low,High,Rapid,0
Nakuru,Road,Completed,100,2020-01-10,2020-11-29,4000000,High,Low,Rapid,0
Mombasa,Bridge,Delayed,96,2022-10-23,2023-03-30,68000000,Medium,High,Slow,0
Isiolo,Electricity,Completed,100,2019-04-09,2019-12-17,100000000,High,Medium,Rapid,0
Wajir,Electricity,In Progress,79,2021-01-12,2022-02-26,86000000,High,Medium,Slow,0
Kisumu,Electricity,Completed,100,2018-04-09,2018-10-04,9000000,Low,High,Rapid,0
Embu,School,Delayed,9,2022-11-17,2024-04-27,62000000,Low,Low,Rapid,0
Kakamega,Bridge,Completed,100,2020-06-28,2021-05-03,78000000,High,Low,Stable,0
Malindi,Bridge,Completed,100,2020-11-24,2021-04-20,83000000,Low,High,Slow,0
Isiolo,Electricity,Completed,100,2019-09-03,2020-05-14,59000000,Low,Low,Rapid,0
Embu,Electricity,Completed,100,2020-01-03,2021-01-01,100000000,Low,Medium,Slow,0
Lodwar,Water,Not Started,0,,,49000000,Medium,Medium,Slow,0
Wajir,Water,Delayed,15,2021-11-18,2023-01-01,3000000,Low,Medium,Rapid,0
Mandera,Water,Delayed,24,2021-04-09,2022-03-04,68000000,Medium,Low,Slow,0
Naivasha,Electricity,In Progress,40,2022-04-19,2023-02-01,41000000,Medium,High,Stable,0
Narok,School,In Progress,21,2022-08-10,2023-03-24,42000000,Medium,Low,Slow,0
Mombasa,School,Completed,100,2020-01-27,2020-11-04,88000000,Medium,Medium,Rapid,0
Wajir,Water,Not Started,0,,,11000000,Medium,Medium,Rapid,0
Marsabit,Hospital,Delayed,3,2022-07-31,2023-08-02,18000000,Medium,Medium,Slow,0
Malindi,Road,In Progress,92,2022-02-15,2023-08-12,72000000,Medium,High,Slow,0
Marsabit,Road,Delayed,36,2022-10-25,2024-03-07,32000000,High,Medium,Rapid,0
Lamu,School,Delayed,88,2022-02-08,2022-10-13,30000000,High,High,Rapid,0
Embu,Hospital,Not Started,0,,,74000000,High,Medium,Rapid,0
Lodwar,Water,Delayed,37,2022-05-10,2023-01-16,73000000,High,Low,Slow,0
Wajir,School,Not Started,0,,,4000000,Low,Medium,Slow,0
Marsabit,Market,Delayed,87,2021-04-02,2022-03-12,43000000,Medium,Low,Stable,0
Wajir,Road,Not Started,0,,,95000000,Medium,Low,Stable,0
Kitale,Electricity,Completed,100,2018-01-19,2018-10-24,87000000,Medium,Medium,Rapid,0
Nyeri,Road,Not Started,0,,,99000000,Low,Low,Stable,0
Garissa,Electricity,Completed,100,2019-08-10,2020-04-11,9000000,Medium,High,Stable,0
Garissa,Hospital,Completed,100,2019-06-25,2020-11-04,35000000,High,Medium,Rapid,0
Nairobi,Bridge,In Progress,28,2021-05-12,2022-04-16,41000000,High,Low,Rapid,0
Marsabit,Market,Not Started,0,,,74000000,Low,High,Rapid,1
Garissa,Water,Delayed,90,2022-02-25,2022-10-25,51000000,Medium,High,Slow,0
Naivasha,Market,Not Started,0,,,97000000,High,High,Slow,0
Meru,Bridge,Delayed,67,2021-01-14,2021-04-15,4000000,Low,High,Stable,0
Kitale,School,In Progress,30,2021-02-20,2022-04-16,34000000,Medium,High,Rapid,0
Malindi,Bridge,Completed,100,2018-10-06,2019-08-03,69000000,High,Medium,Rapid,0
Lodwar,Water,Delayed,12,2022-12-24,2024-07-15,66000000,Low,Medium,Stable,0
Embu,Water,Completed,100,2018-06-03,2019-05-30,77000000,Medium,High,Stable,0
Kericho,Electricity,Not Started,0,,,13000000,Medium,Medium,Stable,0
Kakamega,Bridge,Completed,100,2020-01-28,2021-03-15,2000000,Low,High,Rapid,0
Mombasa,Water,Completed,100,2020-12-20,2021-07-04,31000000,High,Medium,Stable,0
Mombasa,Hospital,Not Started,0,,,33000000,Low,Low,Stable,0
Garissa,Market,Delayed,70,2021-06-22,2023-01-28,26000000,Medium,High,Rapid,0
Garissa,Market,Completed,100,2018-06-02,2019-09-05,89000000,Medium,High,Stable,0
Malindi,Electricity,Completed,100,2018-06-16,2019-01-04,82000000,Medium,Low,Slow,0
Machakos,Bridge,Not Started,0,,,25000000,Medium,Medium,Stable,0
Kisumu,Hospital,Completed,100,2019-10-11,2020-04-12,68000000,Low,Medium,Rapid,0
Nyeri,Water,Not Started,0,,,24000000,Medium,High,Stable,0
Kitale,School,Completed,100,2020-03-18,2021-04-23,56000000,High,High,Slow,0
Kisumu,Water,Delayed,86,2022-11-13,2024-01-29,43000000,Medium,Medium,Stable,0
Wajir,Road,Delayed,93,2021-05-05,2023-01-04,73000000,High,High,Stable,0
Mandera,Bridge,Completed,100,2018-03-22,2018-11-18,6000000,High,Medium,Slow,0
Eldoret,Market,Completed,100,2020-11-15,2021-06-21,18000000,Medium,Low,Rapid,0
Nairobi,School,Completed,100,2019-09-10,2020-08-16,76000000,Low,High,Slow,0
Nairobi,Electricity,Delayed,71,2021-01-17,2022-11-08,60000000,High,Low,Stable,0
Kisumu,Bridge,Delayed,56,2022-02-11,2023-10-15,37000000,High,Low,Stable,0
Nairobi,Water,Delayed,7,2021-01-21,2022-01-27,81000000,High,Low,Slow,0
Nairobi,Market,In Progress,18,2022-11-21,2024-02-23,68000000,Low,Low,Rapid,0
Malindi,Market,Completed,100,2020-10-28,2021-06-26,34000000,Medium,Medium,Stable,0
Naivasha,Bridge,In Progress,85,2021-09-26,2022-04-02,68000000,Low,High,Stable,0
Kericho,Market,Delayed,97,2022-02-02,2022-07-01,61000000,High,Medium,Rapid,0
Kericho,Road,Completed,100,2018-08-25,2019-11-08,7000000,Low,Medium,Rapid,0
Marsabit,Bridge,Completed,100,2018-08-29,2019-11-01,27000000,Low,High,Slow,0
Marsabit,Bridge,Completed,100,2020-01-17,2020-10-08,4000000,Low,Medium,Slow,0
Nairobi,Road,In Progress,89,2021-03-26,2023-01-20,12000000,High,Low,Stable,0
Mombasa,Bridge,Not Started,0,,,95000000,Medium,Medium,Rapid,0
Narok,School,Completed,100,2020-01-26,2021-04-19,86000000,High,Medium,Stable,0
Kisumu,Electricity,Not Started,0,,,29000000,Low,High,Slow,0
Isiolo,Water,Delayed,47,2022-03-31,2023-07-08,77000000,High,Medium,Slow,0
Embu,School,Not Started,0,,,76000000,Low,Low,Stable,0
Thika,Electricity,Not Started,0,,,95000000,High,High,Rapid,0
Thika,Bridge,Not Started,0,,,94000000,Medium,Medium,Slow,0
Narok,Water,Completed,100,2019-08-30,2020-04-17,12000000,Low,High,Slow,0
Nakuru,School,Completed,100,2018-08-15,2019-07-30,11000000,Low,Low,Slow,0
Kitale,Hospital,In Progress,86,2021-07-18,2022-09-20,56000000,Medium,High,Stable,0
Naivasha,Electricity,Not Started,0,,,74000000,High,Medium,Slow,0
Narok,Bridge,Not Started,0,,,84000000,High,Low,Slow,0
Naivasha,Hospital,Not Started,0,,,35000000,Medium,Medium,Stable,0
Nairobi,Market,Delayed,30,2022-02-11,2023-08-10,80000000,High,Low,Stable,0
Wajir,Market,In Progress,26,2022-10-05,2024-03-04,14000000,Medium,Low,Stable,0
Machakos,Electricity,Delayed,39,2021-03-02,2021-09-02,22000000,Medium,High,Slow,0
Nakuru,Electricity,In Progress,81,2021-09-29,2023-07-17,96000000,Low,Medium,Slow,0
Kitale,Electricity,Not Started,0,,,15000000,High,Medium,Rapid,0
Machakos,Market,Not Started,0,,,92000000,High,Medium,Rapid,0
Embu,School,Not Started,0,,,41000000,Low,Medium,Slow,0
Kitale,Market,Delayed,99,2022-01-04,2022-10-09,51000000,High,Medium,Rapid,0
Marsabit,Hospital,In Progress,50,2021-10-11,2021-12-07,76000000,High,Medium,Slow,0
Machakos,Hospital,Not Started,0,,,76000000,High,Low,Stable,0
Mandera,School,Not Started,0,,,65000000,High,High,Stable,0
Nyeri,Bridge,In Progress,89,2022-04-13,2023-07-18,12000000,Medium,Low,Stable,0
Malindi,Water,Completed,100,2020-06-05,2021-07-23,89000000,Low,High,Stable,0
Embu,Hospital,In Progress,75,2021-10-22,2022-07-07,63000000,High,Low,Rapid,0
Nairobi,Hospital,Completed,100,2018-08-18,2018-12-31,82000000,High,Medium,Rapid,0
Nairobi,Hospital,Not Started,0,,,93000000,Low,Low,Stable,0
Lodwar,Market,In Progress,5,2021-12-25,2022-05-06,74000000,Medium,Medium,Stable,0
Machakos,Bridge,Delayed,19,2021-08-20,2022-03-27,94000000,Medium,Low,Slow,0
Thika,Water,In Progress,77,2022-03-16,2022-09-01,19000000,Low,High,Slow,0
Thika,Market,Not Started,0,,,56000000,Medium,Low,Rapid,0
Wajir,School,Completed,100,2018-06-29,2019-09-14,13000000,Low,Low,Stable,0
Isiolo,Water,Completed,100,2019-08-08,2020-04-11,57000000,Medium,Medium,Stable,0
Machakos,Market,Delayed,2,2022-03-28,2023-02-22,96000000,Medium,Medium,Slow,0
Kitale,Market,In Progress,80,2022-06-06,2023-03-25,9000000,Medium,High,Slow,0
Nakuru,Market,Delayed,97,2021-01-09,2022-08-17,77000000,High,Low,Stable,0
Wajir,Road,Not Started,0,,,59000000,Low,Low,Stable,0
Malindi,Electricity,Completed,100,2020-02-02,2020-07-03,84000000,Medium,Medium,Stable,0
Lodwar,School,Delayed,86,2021-01-15,2022-11-30,24000000,Medium,High,Rapid,0
Lamu,Market,Delayed,63,2021-06-05,2022-05-02,42000000,Medium,High,Stable,0
Thika,School,Not Started,0,,,87000000,Low,High,Slow,0
Lamu,Market,Not Started,0,,,39000000,High,Low,Rapid,0
Meru,Electricity,Delayed,84,2021-08-30,2022-09-23,91000000,Low,Medium,Rapid,0
Malindi,Bridge,Not Started,0,,,75000000,Low,High,Stable,0
Mandera,School,Completed,100,2020-08-20,2021-08-17,79000000,Low,Low,Rapid,0
Kisumu,Water,Not Started,0,,,15000000,High,Medium,Stable,0
Nyeri,Water,Completed,100,2020-10-27,2021-04-04,53000000,Medium,High,Rapid,0
Mandera,Bridge,Not Started,0,,,52000000,Medium,Low,Slow,0
Wajir,School,Delayed,93,2022-06-04,2023-09-05,68000000,Medium,Low,Stable,0
Naivasha,School,In Progress,51,2021-08-09,2022-10-16,52000000,High,Medium,Slow,0
Wajir,Electricity,In Progress,34,2022-09-10,2023-02-05,10000000,Medium,Low,Stable,0
Mandera,School,Delayed,4,2021-09-10,2022-11-26,69000000,High,Medium,Stable,0
Lodwar,Road,In Progress,61,2022-01-10,2023-04-18,72000000,Low,Medium,Slow,0
Malindi,School,Delayed,47,2022-10-18,2024-04-11,22000000,Low,Low,Slow,0
Kakamega,Market,Completed,100,2019-01-22,2019-10-27,14000000,High,Low,Slow,0
Malindi,Hospital,Delayed,36,2021-04-06,2021-05-06,21000000,Medium,Low,Stable,0
Kakamega,Market,Delayed,54,2022-12-06,2023-02-01,66000000,Low,High,Stable,0
Kisumu,Hospital,Not Started,0,,,86000000,Low,Medium,Slow,0
Kisumu,Hospital,Delayed,72,2021-06-01,2021-08-31,61000000,Low,High,Slow,0
Thika,Road,Not Started,0,,,50000000,Low,Low,Slow,0
Eldoret,School,Not Started,0,,,69000000,Medium,Medium,Stable,0
Isiolo,Road,Delayed,83,2022-10-10,2023-02-05,75000000,High,Low,Stable,0
Kakamega,Road,In Progress,5,2021-01-18,2022-06-21,89000000,High,High,Stable,0
Thika,Market,In Progress,35,2022-12-06,2023-01-18,73000000,High,Low,Stable,0
Lamu,Water,In Progress,22,2021-03-12,2022-04-20,11000000,Low,High,Stable,0
Voi,Market,Not Started,0,,,76000000,Medium,High,Stable,0
Kakamega,Electricity,Not Started,0,,,3000000,Low,Low,Slow,0
Thika,Market,Not Started,0,,,91000000,Low,Medium,Slow,0
Wajir,Electricity,Completed,100,2019-07-29,2020-11-18,80000000,High,Low,Stable,0
Lamu,Electricity,Not Started,0,,,72000000,Medium,Medium,Slow,0
Marsabit,Road,In Progress,78,2022-09-15,2024-03-14,29000000,High,High,Slow,0
Nyeri,Electricity,In Progress,45,2022-12-12,2024-07-11,50000000,Low,Low,Rapid,0
Machakos,Electricity,In Progress,80,2022-03-27,2023-05-22,2000000,High,High,Slow,0
Garissa,Water,Not Started,0,,,41000000,High,Low,Slow,0
Machakos,Bridge,Completed,100,2020-10-18,2021-04-21,38000000,Medium,High,Slow,0
Marsabit,Hospital,Completed,100,2018-12-30,2019-08-10,71000000,High,Low,Slow,0
Kericho,Hospital,Completed,100,2019-07-10,2019-12-01,25000000,Medium,Low,Stable,0
Nyeri,School,Completed,100,2019-03-18,2020-05-15,22000000,Low,Medium,Stable,0
Lodwar,Electricity,In Progress,91,2021-02-27,2021-07-28,85000000,High,Low,Rapid,0
Voi,Market,Delayed,38,2021-07-16,2022-05-15,46000000,Medium,Medium,Rapid,0
Machakos,School,In Progress,91,2022-02-08,2023-06-05,83000000,High,Low,Rapid,0
Kitale,Road,Completed,100,2018-08-25,2019-03-28,36000000,Medium,High,Stable,0
Voi,Market,Completed,100,2018-04-21,2018-08-27,20000000,Low,Low,Rapid,0
Lodwar,Road,Not Started,0,,,50000000,High,High,Slow,0
Naivasha,Hospital,Completed,100,2018-01-28,2018-05-14,23000000,High,Medium,Rapid,0
Thika,Market,Completed,100,2020-01-09,2020-12-08,7000000,Low,High,Slow,0
Kericho,Hospital,In Progress,29,2021-07-22,2021-10-26,80000000,Low,Low,Rapid,0
Wajir,Bridge,Completed,100,2019-11-29,2020-07-30,3000000,Low,Medium,Slow,0
Lodwar,Bridge,In Progress,93,2021-11-16,2023-07-23,96000000,High,Low,Slow,0
Wajir,Water,In Progress,53,2022-07-18,2023-03-08,66000000,Medium,Low,Slow,0
Mombasa,Electricity,Completed,100,2020-10-24,2022-01-12,35000000,Low,Low,Stable,0
Machakos,Electricity,Delayed,15,2022-03-04,2023-10-30,42000000,Medium,Low,Slow,0
Isiolo,Electricity,Completed,100,2018-05-13,2018-11-12,50000000,Low,Low,Rapid,0
Kakamega,Water,Completed,100,2019-12-01,2020-10-05,38000000,High,High,Rapid,0
Mombasa,Hospital,Delayed,54,2022-10-03,2024-04-13,62000000,High,High,Slow,0
Nairobi,Electricity,Completed,100,2019-03-24,2020-01-01,61000000,Low,Low,Stable,0
Voi,Market,Completed,100,2018-03-29,2019-08-02,57000000,Low,Medium,Rapid,0
Nyeri,School,Completed,100,2019-04-11,2019-09-05,60000000,Medium,Medium,Stable,0
Nairobi,Hospital,Completed,100,2020-11-12,2021-10-30,43000000,Low,Low,Stable,0
Nairobi,Electricity,Completed,100,2020-01-11,2021-02-19,83000000,Medium,Medium,Slow,0
Kakamega,Hospital,Delayed,24,2021-11-28,2022-01-16,71000000,High,High,Slow,0
Kisumu,Hospital,Completed,100,2018-11-17,2019-06-09,16000000,Medium,Low,Rapid,0
Thika,Electricity,Not Started,0,,,54000000,Medium,Medium,Rapid,0
Lamu,School,Completed,100,2019-06-24,2020-05-13,20000000,Low,High,Slow,0
Kisumu,School,Completed,100,2019-11-21,2020-06-02,89000000,Medium,High,Rapid,0
Nyeri,Hospital,Delayed,16,2022-10-09,2023-10-27,42000000,Medium,High,Slow,0
Wajir,Bridge,Completed,100,2018-10-01,2020-01-20,47000000,Medium,Low,Stable,0
