Settlement Name,Project Type,Project Completion Status,Completion Percentage,Start Date,End Date,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
Wajir,Water Supply,Completed,100,2018-08-23,2018-09-24,620913.4491438514,N/A,66318,World Vision,Semi-Rural
Kisii,School Construction,Completed,100,2020-07-16,2020-10-17,425773.9341539752,N/A,47861,ActionAid,Rural
Machakos,Community Center,Ongoing,51,2020-11-06,,14262.488401663553,N/A,2042,Red Cross,Rural
Malindi,Community Center,Completed,100,2019-06-12,2019-12-02,152431.25358135733,N/A,16453,ActionAid,Semi-Urban
Wajir,Health Clinic,Completed,100,2019-03-28,2019-05-20,680650.3491678098,N/A,87392,Save the Children,Rural
Naivasha,Community Center,Completed,100,2018-01-18,2018-07-06,513631.4079938404,N/A,53285,ActionAid,Semi-Urban
Kericho,Renewable Energy,Completed,100,2021-09-29,2021-11-30,317550.7986366581,N/A,49747,USAID,Rural
Meru,Sanitation,Completed,100,2018-09-06,2018-12-02,408284.0027034567,N/A,77516,AMREF,Semi-Rural
Mombasa,Health Clinic,Completed,100,2020-12-17,2021-02-02,809071.1993373522,N/A,61140,Red Cross,Urban
Kwale,Community Center,Completed,100,2018-05-26,2019-03-23,258430.8182123832,N/A,94696,UNICEF,Rural
Siaya,Sanitation,Completed,100,2019-04-24,2019-12-10,536267.7006195008,N/A,74442,Red Cross,Semi-Rural
Busia,Health Clinic,Completed,100,2019-08-01,2020-05-01,808675.0744400128,N/A,89333,Oxfam,Rural
Homa Bay,Community Center,Completed,100,2019-12-03,2020-10-20,212335.52162892284,N/A,52194,ActionAid,Rural
Nakuru,Water Supply,Completed,100,2021-09-07,2021-12-22,24001.91523656896,N/A,6664,CARE,Semi-Rural
Naivasha,Health Clinic,Completed,100,2018-05-31,2018-08-02,1260508.1489494361,N/A,97649,Save the Children,Semi-Urban
Laikipia,Community Center,Completed,100,2021-09-01,2021-12-17,68765.12915756369,N/A,15133,Red Cross,Semi-Rural
Migori,Community Center,Completed,100,2019-07-12,2019-10-22,656110.8331056208,N/A,75923,CARE,Semi-Rural
Kitale,Road Construction,Completed,100,2020-04-20,2020-05-31,1311532.6687886359,N/A,93680,UNICEF,Semi-Urban
Narok,Community Center,Completed,100,2019-11-21,2020-04-12,845052.8476437435,N/A,86330,USAID,Rural
West Pokot,Road Construction,Completed,100,2019-05-11,2020-04-20,84242.43487084325,N/A,24549,CARE,Semi-Rural
Meru,Agriculture,Completed,100,2021-02-12,2022-01-06,275289.34770299395,N/A,83561,AMREF,Rural
Naivasha,Agriculture,Completed,100,2018-02-24,2018-08-25,106122.5861970903,N/A,8046,AMREF,Semi-Urban
Malindi,Agriculture,Completed,100,2018-09-13,2019-04-08,62798.65076027483,N/A,10009,Red Cross,Semi-Urban
Kwale,Agriculture,Completed,100,2021-04-16,2021-06-21,233563.18193891365,N/A,45837,USAID,Rural
Lamu,Agriculture,Completed,100,2020-02-01,2020-08-19,71427.89133731616,N/A,35512,UNICEF,Rural
Turkana,Renewable Energy,Completed,100,2020-11-01,2020-12-02,615287.0566474387,N/A,94789,ActionAid,Semi-Rural
Uasin Gishu,Road Construction,Completed,100,2019-08-13,2019-11-24,318524.9941700862,N/A,60891,Save the Children,Rural
Bomet,Agriculture,Completed,100,2018-05-27,2018-09-20,444498.91619816003,N/A,70214,World Vision,Rural
Mandera,Road Construction,Completed,100,2018-11-19,2019-05-07,126186.49812132138,N/A,51528,Red Cross,Rural
Nandi,Water Supply,Completed,100,2018-04-26,2018-09-22,472299.0497560657,N/A,63977,Red Cross,Rural
Kericho,Road Construction,Completed,100,2019-04-20,2019-05-29,226461.73037251827,N/A,43417,World Bank,Rural
Narok,Health Clinic,Completed,100,2018-10-03,2019-07-20,152716.41989944997,N/A,24304,Oxfam,Semi-Rural
Uasin Gishu,Renewable Energy,Ongoing,30,2020-09-12,,209047.84139497214,N/A,21494,AMREF,Rural
Mombasa,Health Clinic,Completed,100,2018-05-08,2018-08-23,64396.714931976465,N/A,6335,World Bank,Urban
Kilifi,Road Construction,Completed,100,2021-03-14,2021-06-16,845129.7200924347,N/A,91453,CARE,Rural
Nyeri,School Construction,Completed,100,2020-12-18,2021-01-26,502033.4843934298,N/A,91297,Oxfam,Rural
Kwale,Sanitation,Completed,100,2018-01-23,2018-03-02,217670.4808918103,N/A,97492,World Vision,Rural
Kilifi,Road Construction,Completed,100,2021-04-26,2021-10-12,149260.65838981385,N/A,21936,World Bank,Rural
Wajir,School Construction,Completed,100,2020-09-15,2021-07-26,409227.1176379074,N/A,47323,Red Cross,Semi-Rural
Garissa,Community Center,Completed,100,2020-02-06,2020-04-29,190815.1002528494,N/A,71949,World Vision,Semi-Rural
Uasin Gishu,Water Supply,Completed,100,2020-04-25,2021-04-06,72603.23963891416,N/A,9353,Red Cross,Rural
Garissa,Health Clinic,Completed,100,2018-10-23,2018-12-16,175229.45263240955,N/A,49760,Save the Children,Rural
Eldoret,Renewable Energy,Completed,100,2019-03-28,2019-06-23,371160.24377313425,N/A,65344,Save the Children,Semi-Rural
Kericho,Water Supply,Completed,100,2021-02-26,2021-04-22,139456.00265440257,N/A,19793,Red Cross,Rural
Bungoma,Health Clinic,Completed,100,2020-06-18,2021-04-11,156417.10468610603,N/A,67500,World Vision,Semi-Rural
Nandi,Health Clinic,Ongoing,31,2019-07-31,,22706.233800126,N/A,3411,Oxfam,Semi-Rural
Nakuru,School Construction,Completed,100,2021-06-29,2022-05-23,950820.8805054895,N/A,99264,ActionAid,Semi-Rural
Mandera,Agriculture,Completed,100,2021-01-24,2021-08-08,744032.702494794,N/A,79501,Red Cross,Rural
Naivasha,Sanitation,Completed,100,2021-05-23,2022-02-15,13252.918981853165,N/A,2085,Oxfam,Semi-Urban
Nandi,Health Clinic,Completed,100,2018-07-16,2018-12-14,70472.48826741103,N/A,13008,CARE,Rural
Malindi,Community Center,Completed,100,2021-01-28,2021-10-18,408654.54729685845,N/A,41582,CARE,Semi-Urban
Laikipia,Agriculture,Completed,100,2018-06-05,2019-02-03,667822.8705811347,N/A,69125,Red Cross,Semi-Rural
Uasin Gishu,Health Clinic,Completed,100,2021-04-25,2021-08-28,773176.6351093771,N/A,94755,World Vision,Semi-Rural
Homa Bay,Community Center,Completed,100,2019-07-05,2020-06-04,237300.48305704386,N/A,42221,Red Cross,Semi-Rural
Kisii,Agriculture,Ongoing,79,2020-11-12,,478166.48267934186,N/A,58964,Oxfam,Rural
Nandi,Agriculture,Completed,100,2020-05-30,2020-09-01,765519.3481734897,N/A,87281,Save the Children,Rural
Kilifi,Community Center,Completed,100,2020-01-21,2020-02-28,455225.34232810367,N/A,97931,USAID,Semi-Rural
Trans Nzoia,Sanitation,Completed,100,2021-08-09,2022-03-10,426236.49291208154,N/A,53169,Red Cross,Rural
Narok,Community Center,Completed,100,2021-01-18,2021-07-10,230046.75420184206,N/A,49886,World Vision,Rural
Malindi,Water Supply,Completed,100,2019-09-09,2019-12-19,296047.730593996,N/A,31043,UNICEF,Semi-Urban
Kakamega,Renewable Energy,Completed,100,2021-02-06,2022-01-18,73303.69688485365,N/A,20005,Save the Children,Rural
Turkana,School Construction,Ongoing,48,2021-11-13,,4822.949249180878,N/A,1705,World Bank,Rural
Embu,Health Clinic,Completed,100,2020-11-11,2021-08-15,442279.0833856058,N/A,74699,AMREF,Rural
Kilifi,Sanitation,Completed,100,2019-02-01,2019-03-26,70515.57117334251,N/A,22903,Save the Children,Rural
Nairobi,Community Center,Completed,100,2018-06-20,2019-04-07,715669.191229898,N/A,53016,Red Cross,Urban
Bungoma,School Construction,Completed,100,2019-12-15,2020-04-06,136104.65823684869,N/A,43759,Red Cross,Semi-Rural
Tana River,Community Center,Completed,100,2018-08-07,2019-06-03,199685.70177534578,N/A,82115,World Vision,Semi-Rural
Homa Bay,Agriculture,Completed,100,2018-12-05,2019-07-01,394194.4353511135,N/A,91740,USAID,Rural
Kajiado,Renewable Energy,Completed,100,2020-02-28,2020-05-01,673950.0074161786,N/A,76578,UNICEF,Rural
Kajiado,Sanitation,Completed,100,2021-10-20,2022-07-04,401705.6432341097,N/A,55520,Oxfam,Rural
Machakos,Water Supply,Ongoing,74,2019-07-18,,336703.66670095746,N/A,41591,USAID,Rural
Tana River,Road Construction,Completed,100,2018-11-23,2019-02-17,117768.08378026095,N/A,11796,USAID,Semi-Rural
Narok,School Construction,Completed,100,2021-10-07,2022-09-30,414322.2856093149,N/A,98067,USAID,Semi-Rural
Kericho,School Construction,Completed,100,2019-12-20,2020-11-19,165927.6458839674,N/A,18490,UNICEF,Rural
Nakuru,Road Construction,Completed,100,2019-01-23,2019-12-11,141251.88941576087,N/A,15177,ActionAid,Rural
Laikipia,Road Construction,Completed,100,2020-12-24,2021-03-21,473901.8386419952,N/A,87095,AMREF,Semi-Rural
Migori,School Construction,Completed,100,2018-09-25,2019-03-01,605982.9289039087,N/A,66783,AMREF,Semi-Rural
Elgeyo Marakwet,Community Center,Completed,100,2019-09-12,2020-01-21,320865.34896733525,N/A,80942,Red Cross,Semi-Rural
Samburu,Road Construction,Completed,100,2021-06-24,2022-02-14,204465.23135770153,N/A,99975,Save the Children,Rural
Elgeyo Marakwet,Community Center,Completed,100,2018-02-12,2018-10-28,165710.29720032134,N/A,57203,Save the Children,Rural
Wajir,Renewable Energy,Completed,100,2019-04-04,2020-02-03,615856.383715338,N/A,98103,UNICEF,Semi-Rural
Kilifi,Agriculture,Completed,100,2018-03-12,2018-09-19,280274.3920452989,N/A,49095,Red Cross,Semi-Rural
Kitale,Water Supply,Completed,100,2018-08-05,2019-07-22,259231.77971819375,N/A,22215,Red Cross,Semi-Urban
Busia,Agriculture,Completed,100,2020-11-24,2021-04-21,127780.50759082015,N/A,49098,UNICEF,Rural
Kisumu,Agriculture,Ongoing,47,2019-06-01,,1013620.4008317583,N/A,79701,Save the Children,Urban
Naivasha,Water Supply,Completed,100,2018-08-07,2018-10-31,185867.0326459634,N/A,32528,World Vision,Semi-Urban
Machakos,Sanitation,Completed,100,2020-08-29,2021-01-08,136180.1189471142,N/A,14248,UNICEF,Semi-Rural
Migori,School Construction,Completed,100,2021-10-01,2022-08-28,116260.17176901636,N/A,22529,Red Cross,Semi-Rural
Kitale,Renewable Energy,Completed,100,2021-09-24,2022-03-04,93492.10016664381,N/A,14302,ActionAid,Semi-Urban
Wajir,Community Center,Completed,100,2020-03-20,2020-11-01,219513.913345801,N/A,77925,CARE,Rural
Kilifi,Water Supply,Completed,100,2020-04-09,2020-07-01,649366.7911588632,N/A,79632,Save the Children,Semi-Rural
Isiolo,Agriculture,Completed,100,2020-03-11,2020-08-05,107327.59488498529,N/A,18060,USAID,Semi-Rural
Trans Nzoia,School Construction,Completed,100,2018-12-23,2019-03-01,608630.729316003,N/A,70865,Oxfam,Semi-Rural
Kakamega,Renewable Energy,Completed,100,2018-11-16,2019-01-03,287759.8493449223,N/A,77899,ActionAid,Rural
Malindi,Renewable Energy,Completed,100,2021-02-02,2021-07-11,305821.30438139517,N/A,46580,ActionAid,Semi-Urban
Meru,Agriculture,Completed,100,2019-07-04,2019-12-04,47465.07868599864,N/A,10787,UNICEF,Semi-Rural
Thika,School Construction,Completed,100,2020-12-23,2021-06-27,173415.48274685678,N/A,32280,CARE,Semi-Urban
Samburu,Agriculture,Completed,100,2019-02-03,2020-01-12,115629.87966182973,N/A,28462,Oxfam,Semi-Rural
Eldoret,Renewable Energy,Completed,100,2019-11-28,2020-01-01,82343.2251288412,N/A,19851,World Bank,Rural
Kisii,Water Supply,Ongoing,49,2021-09-24,,354718.1103975561,N/A,53520,ActionAid,Semi-Rural
Taita Taveta,Sanitation,Completed,100,2019-11-25,2020-01-15,477849.11771426286,N/A,53900,ActionAid,Rural
Mandera,Renewable Energy,Completed,100,2020-12-19,2021-11-13,455439.3242970256,N/A,65367,CARE,Rural
Thika,School Construction,Completed,100,2018-05-21,2019-05-05,924207.4175900535,N/A,98519,Save the Children,Semi-Urban
Busia,Road Construction,Completed,100,2020-04-22,2020-07-29,920379.9033741131,N/A,94491,CARE,Rural
West Pokot,Community Center,Completed,100,2019-01-08,2019-06-22,183569.9010519037,N/A,58895,ActionAid,Rural
Bungoma,Water Supply,Completed,100,2021-09-14,2022-01-27,830521.1067192788,N/A,99138,AMREF,Rural
Tana River,Road Construction,Completed,100,2019-09-13,2020-08-13,185726.6155486172,N/A,20728,ActionAid,Semi-Rural
Siaya,Road Construction,Completed,100,2020-04-14,2020-05-15,198460.52817524312,N/A,95416,World Bank,Semi-Rural
Kiambu,School Construction,Completed,100,2018-03-24,2018-06-03,308247.1091019033,N/A,33574,Oxfam,Semi-Rural
Uasin Gishu,Road Construction,Completed,100,2021-01-01,2021-11-19,530300.3928346485,N/A,84417,AMREF,Rural
Mandera,School Construction,Completed,100,2018-03-01,2018-06-24,46317.50928376897,N/A,8604,Oxfam,Semi-Rural
Kitale,Renewable Energy,Completed,100,2019-09-30,2020-01-20,943180.5655935559,N/A,77574,CARE,Semi-Urban
Trans Nzoia,Sanitation,Completed,100,2019-08-04,2020-07-17,210967.8263328325,N/A,57058,USAID,Semi-Rural
Tana River,Water Supply,Completed,100,2019-10-17,2020-06-05,101622.2223615612,N/A,21930,World Bank,Semi-Rural
Nakuru,Community Center,Completed,100,2019-04-08,2020-03-25,354194.7012315449,N/A,42849,CARE,Rural
Narok,Sanitation,Completed,100,2018-07-06,2018-11-23,395230.8622416919,N/A,76772,World Bank,Rural
Kitale,Road Construction,Completed,100,2020-01-10,2020-02-27,1163286.5563097175,N/A,98491,Save the Children,Semi-Urban
Mombasa,Sanitation,Completed,100,2018-11-07,2019-09-03,473965.53934735793,N/A,23736,ActionAid,Urban
Migori,Renewable Energy,Completed,100,2018-08-16,2019-01-29,339227.4089102735,N/A,66942,AMREF,Semi-Rural
Mombasa,Sanitation,Completed,100,2019-07-10,2020-01-12,712451.0592073972,N/A,59856,UNICEF,Urban
Trans Nzoia,Community Center,Completed,100,2021-11-06,2022-01-26,11544.565284939583,N/A,1513,Red Cross,Rural
Nandi,Sanitation,Completed,100,2019-06-08,2019-08-21,177791.584554709,N/A,44058,AMREF,Semi-Rural
Nyeri,Health Clinic,Ongoing,84,2020-02-29,,242042.94163385205,N/A,57750,ActionAid,Rural
Trans Nzoia,Health Clinic,Completed,100,2021-05-07,2021-08-20,443287.2463534459,N/A,49397,Save the Children,Rural
Samburu,Sanitation,Completed,100,2021-10-26,2022-01-14,125341.14322796915,N/A,23757,UNICEF,Rural
Nairobi,Renewable Energy,Completed,100,2019-02-14,2019-10-17,1293104.1317261748,N/A,68995,AMREF,Urban
Uasin Gishu,School Construction,Completed,100,2021-01-22,2021-04-20,221667.29511999903,N/A,45029,USAID,Semi-Rural
Bomet,Sanitation,Completed,100,2018-06-18,2019-04-07,761954.775780313,N/A,86499,ActionAid,Semi-Rural
Bungoma,Water Supply,Completed,100,2018-04-25,2018-10-23,481472.2656985985,N/A,67056,Oxfam,Rural
Nandi,Renewable Energy,Completed,100,2019-12-16,2020-01-16,316455.9813330575,N/A,87465,World Vision,Semi-Rural
Nakuru,Renewable Energy,Completed,100,2019-01-06,2019-05-02,417291.2964165486,N/A,49756,USAID,Rural
Naivasha,Agriculture,Completed,100,2018-10-05,2019-03-22,151085.12670980138,N/A,22775,USAID,Semi-Urban
Migori,Water Supply,Completed,100,2019-03-17,2019-05-19,68082.4127362499,N/A,17104,ActionAid,Rural
Nyeri,Agriculture,Completed,100,2019-04-27,2020-04-07,287379.1223981163,N/A,95971,Red Cross,Semi-Rural
Tana River,Road Construction,Completed,100,2019-10-21,2020-02-04,126695.25230725094,N/A,40398,AMREF,Semi-Rural
Kericho,School Construction,Completed,100,2018-10-04,2019-06-10,53792.43490058961,N/A,8421,USAID,Rural
Uasin Gishu,Road Construction,Completed,100,2021-09-24,2022-06-20,192445.83170368636,N/A,46562,CARE,Semi-Rural
Kilifi,Agriculture,Completed,100,2019-01-11,2019-02-21,158820.9181904433,N/A,19340,World Bank,Semi-Rural
Lamu,Renewable Energy,Completed,100,2018-05-21,2019-01-13,239262.544389966,N/A,50934,UNICEF,Rural
Kericho,Community Center,Completed,100,2018-05-29,2019-01-23,370726.5685081981,N/A,48032,CARE,Semi-Rural
Kericho,Community Center,Completed,100,2018-01-11,2018-08-16,171956.89995746932,N/A,20504,ActionAid,Rural
Nakuru,Road Construction,Completed,100,2019-12-19,2020-02-18,551330.0133433823,N/A,75349,World Vision,Rural
Kakamega,Health Clinic,Completed,100,2021-09-13,2022-08-10,211078.764060671,N/A,30577,USAID,Semi-Rural
Kiambu,Water Supply,Completed,100,2020-03-01,2020-09-05,64309.84774104114,N/A,6615,CARE,Semi-Rural
Mandera,Renewable Energy,Completed,100,2019-10-31,2020-03-01,287233.90740341874,N/A,74735,Save the Children,Semi-Rural
Kilifi,Water Supply,Completed,100,2020-05-21,2021-03-16,201729.05336446382,N/A,82937,AMREF,Rural
Nakuru,Agriculture,Completed,100,2018-10-06,2019-04-09,391417.24279347097,N/A,54984,Oxfam,Semi-Rural
Kitale,Sanitation,Completed,100,2019-11-04,2020-07-22,482916.00186397677,N/A,40875,World Vision,Semi-Urban
Trans Nzoia,Renewable Energy,Completed,100,2019-08-25,2019-09-26,119954.3050396303,N/A,28196,Oxfam,Semi-Rural
Kajiado,Sanitation,Completed,100,2021-10-13,2022-04-08,225059.46267601103,N/A,39877,Red Cross,Semi-Rural
Wajir,School Construction,Completed,100,2019-07-23,2019-11-12,153071.1548702386,N/A,17552,AMREF,Semi-Rural
Eldoret,Agriculture,Completed,100,2020-02-01,2020-12-21,206432.53955886143,N/A,25928,AMREF,Semi-Rural
Embu,Agriculture,Completed,100,2020-09-15,2021-03-22,599605.1719951187,N/A,91931,Save the Children,Rural
Mombasa,Health Clinic,Completed,100,2021-06-15,2021-12-10,989716.8065058633,N/A,91133,AMREF,Urban
Bungoma,Health Clinic,Completed,100,2021-01-05,2021-05-01,440273.35455526836,N/A,47312,Save the Children,Semi-Rural
Kitale,Agriculture,Completed,100,2018-06-06,2019-01-02,43653.10489907267,N/A,7345,ActionAid,Semi-Urban
Migori,Water Supply,Completed,100,2018-09-27,2019-04-07,71558.8720400135,N/A,9097,World Bank,Rural
Siaya,Water Supply,Completed,100,2018-05-09,2018-07-18,144103.6738075979,N/A,18261,UNICEF,Rural
Kwale,Water Supply,Completed,100,2020-02-07,2020-09-09,244997.59421676135,N/A,38628,AMREF,Semi-Rural
Thika,School Construction,Completed,100,2019-05-24,2019-10-18,852909.2502837741,N/A,93694,AMREF,Semi-Urban
Mombasa,Agriculture,Completed,100,2020-09-30,2020-11-02,16300.868192828184,N/A,1286,World Bank,Urban
Trans Nzoia,Sanitation,Completed,100,2020-04-16,2021-02-09,110431.8611985543,N/A,16704,Save the Children,Rural
Kajiado,Community Center,Completed,100,2020-04-13,2020-09-04,202852.3374256987,N/A,52534,USAID,Semi-Rural
Samburu,Agriculture,Completed,100,2021-05-03,2022-04-02,584063.4670829735,N/A,75783,UNICEF,Rural
Nyeri,Water Supply,Completed,100,2020-06-16,2021-04-14,198519.97096176748,N/A,25576,USAID,Rural
Wajir,School Construction,Completed,100,2018-11-02,2019-06-15,345018.073452568,N/A,69948,AMREF,Rural
Trans Nzoia,Water Supply,Completed,100,2021-01-11,2022-01-09,719138.9003674751,N/A,72986,ActionAid,Rural
Samburu,School Construction,Completed,100,2020-02-24,2020-05-28,555578.4119070885,N/A,84337,World Vision,Semi-Rural
Migori,Agriculture,Completed,100,2019-10-23,2020-02-02,923565.012983605,N/A,97277,UNICEF,Rural
Machakos,Sanitation,Ongoing,54,2019-07-02,,620134.6995183203,N/A,79434,CARE,Semi-Rural
Elgeyo Marakwet,Sanitation,Completed,100,2018-09-10,2019-07-09,485573.97050065297,N/A,52556,Oxfam,Rural
Kajiado,Agriculture,Completed,100,2021-12-13,2022-05-14,332374.72155757254,N/A,57953,ActionAid,Semi-Rural
Embu,Health Clinic,Completed,100,2018-02-26,2018-05-08,147760.8027194912,N/A,43882,World Vision,Rural
Bomet,School Construction,Ongoing,63,2020-09-10,,18404.84150546219,N/A,6556,ActionAid,Semi-Rural
Kiambu,Health Clinic,Completed,100,2020-06-01,2020-09-25,357689.38922344445,N/A,52450,CARE,Semi-Rural
Kilifi,School Construction,Completed,100,2018-06-10,2018-12-12,76993.28402217082,N/A,11042,World Vision,Rural
Nairobi,Health Clinic,Completed,100,2021-11-12,2022-06-13,894514.6871467389,N/A,56330,USAID,Urban
Mandera,Health Clinic,Completed,100,2020-01-23,2020-03-17,67969.65895789643,N/A,10703,CARE,Semi-Rural
Kisii,Sanitation,Completed,100,2020-02-04,2020-06-23,234819.30274761698,N/A,59812,USAID,Rural
Laikipia,Sanitation,Completed,100,2020-06-17,2020-11-11,42493.802380834764,N/A,7876,Red Cross,Rural
Garissa,Community Center,Completed,100,2018-03-18,2019-01-19,505496.70958916936,N/A,87224,Save the Children,Semi-Rural
Kiambu,Health Clinic,Completed,100,2021-07-18,2022-01-20,467693.2268725936,N/A,90362,UNICEF,Semi-Rural
Isiolo,Community Center,Completed,100,2018-10-27,2019-07-18,290965.35167496634,N/A,41536,UNICEF,Semi-Rural
Kiambu,Road Construction,Completed,100,2020-10-12,2021-09-11,430261.3601698845,N/A,50483,ActionAid,Semi-Rural
Meru,School Construction,Ongoing,50,2019-05-01,,74172.93915798668,N/A,8426,USAID,Semi-Rural
Mombasa,Renewable Energy,Completed,100,2018-06-03,2019-02-05,761552.8955627019,N/A,44082,World Vision,Urban
Taita Taveta,School Construction,Completed,100,2021-12-01,2022-10-03,26441.4539157731,N/A,5161,USAID,Rural
Busia,Sanitation,Completed,100,2019-04-16,2019-09-24,639959.2315787824,N/A,76696,Oxfam,Rural
Kisumu,Renewable Energy,Completed,100,2019-11-23,2020-02-29,888170.1896709003,N/A,74386,ActionAid,Urban
Narok,Agriculture,Completed,100,2021-02-03,2021-10-08,579217.9377380647,N/A,78336,AMREF,Semi-Rural
Kakamega,Community Center,Completed,100,2019-11-17,2020-10-16,26231.527608729364,N/A,3332,World Bank,Semi-Rural
Garissa,Sanitation,Completed,100,2018-11-08,2019-04-20,452457.8128091215,N/A,64778,AMREF,Semi-Rural
