Settlement Name,Project Type,Project Completion Status,Completion Percentage,Project Budget (KES),Requirement,Population,Implementing Partner,Type of Settlement
SET_3293,Market Place Construction,Completed Behind Schedule,84,5040342.817299878,Market Place Construction Requirement 3292,13113,IP_11,Semi Rural
SET_3294,Energy,Delayed,71,28269230.642076004,Energy Requirement 3293,55986,IP_08,Semi Urban
SET_3295,Market Place Construction,Completed Behind Schedule,93,14213203.117921509,Market Place Construction Requirement 3294,37636,IP_06,Semi Urban
SET_3296,School Building,Completed On Time,100,4568208.398471323,School Building Requirement 3295,15876,IP_12,Semi Rural
SET_3297,School Building,Completed On Time,100,8098142.496935072,School Building Requirement 3296,29385,IP_03,Semi Rural
SET_3298,School Building,Stalled,22,18382986.812574364,School Building Requirement 3297,61992,IP_18,Urban
SET_3299,Market Place Construction,Ongoing,55,8443446.638365986,Market Place Construction Requirement 3298,17616,IP_18,Semi Rural
SET_3300,Hospital Development,Completed On Time,100,26452535.34865146,Hospital Development Requirement 3299,48754,IP_20,Semi Urban
SET_3301,Water Supply,Completed On Time,100,13932998.996600326,Water Supply Requirement 3300,25051,IP_10,Semi Urban
SET_3302,Market Place Construction,Stalled,33,11158851.182872882,Market Place Construction Requirement 3301,25744,IP_05,Semi Urban
SET_3303,Water Supply,Ongoing,37,4786835.273982143,Water Supply Requirement 3302,10934,IP_09,Semi Urban
SET_3304,School Building,Completed Behind Schedule,83,27443377.648128066,School Building Requirement 3303,87884,IP_05,Semi Urban
SET_3305,Market Place Construction,Delayed,67,39956571.29997587,Market Place Construction Requirement 3304,70447,IP_16,Urban
SET_3306,School Building,Completed On Time,100,37565293.71482844,School Building Requirement 3305,73649,IP_16,Urban
SET_3307,Hospital Development,Delayed,61,9926876.504591405,Hospital Development Requirement 3306,43706,IP_18,Semi Rural
SET_3308,Energy,Ongoing,59,2009512.5856001584,Energy Requirement 3307,7377,IP_13,Semi Rural
SET_3309,Road Construction,Ongoing,42,1272042.8584609595,Road Construction Requirement 3308,3260,IP_10,Semi Rural
SET_3310,Energy,Completed On Time,100,6350990.363696398,Energy Requirement 3309,23254,IP_07,Semi Urban
SET_3311,Hospital Development,Completed On Time,100,20658170.11229704,Hospital Development Requirement 3310,47721,IP_05,Semi Rural
SET_3312,Market Place Construction,Completed Behind Schedule,82,9923335.942903647,Market Place Construction Requirement 3311,36035,IP_13,Semi Urban
SET_3313,Water Supply,Completed On Time,100,4675683.222248183,Water Supply Requirement 3312,12718,IP_07,Semi Urban
SET_3314,Hospital Development,Delayed,59,28917001.77803367,Hospital Development Requirement 3313,51209,IP_19,Semi Urban
SET_3315,Hospital Development,Ongoing,64,48863718.8430227,Hospital Development Requirement 3314,90547,IP_19,Urban
SET_3316,Hospital Development,Completed Behind Schedule,86,557306.514594028,Hospital Development Requirement 3315,2722,IP_18,Rural
SET_3317,Energy,Cancelled,8,40842727.11446359,Energy Requirement 3316,75041,IP_06,Semi Urban
SET_3318,Market Place Construction,Completed On Time,100,15555408.82217261,Market Place Construction Requirement 3317,45055,IP_17,Semi Rural
SET_3319,School Building,Completed On Time,100,1510422.563822651,School Building Requirement 3318,9894,IP_13,Semi Rural
SET_3320,Market Place Construction,Completed On Time,100,30604659.60953918,Market Place Construction Requirement 3319,54550,IP_02,Semi Urban
SET_3321,Water Supply,Ongoing,67,23424166.630559817,Water Supply Requirement 3320,91374,IP_20,Semi Urban
SET_3322,Market Place Construction,Ongoing,66,9636213.190833624,Market Place Construction Requirement 3321,40384,IP_05,Semi Rural
SET_3323,Water Supply,Delayed,75,13444222.645850832,Water Supply Requirement 3322,33286,IP_14,Semi Rural
SET_3324,School Building,Completed Behind Schedule,98,26657206.6806248,School Building Requirement 3323,60514,IP_04,Urban
SET_3325,Water Supply,Completed On Time,100,18747305.942444373,Water Supply Requirement 3324,60977,IP_03,Semi Urban
SET_3326,Energy,Completed Behind Schedule,97,7479022.359954659,Energy Requirement 3325,26180,IP_09,Semi Urban
SET_3327,Water Supply,Delayed,77,14531993.02875647,Water Supply Requirement 3326,38133,IP_02,Semi Rural
SET_3328,Market Place Construction,Ongoing,51,54949556.658201344,Market Place Construction Requirement 3327,97791,IP_12,Urban
SET_3329,Energy,Delayed,70,40809402.514714025,Energy Requirement 3328,56902,IP_12,Urban
SET_3330,Energy,Completed Behind Schedule,86,23911046.460013725,Energy Requirement 3329,40970,IP_18,Semi Urban
SET_3331,Water Supply,Completed Behind Schedule,82,14106160.849149372,Water Supply Requirement 3330,45782,IP_17,Semi Urban
SET_3332,Road Construction,Ongoing,45,15293413.18747414,Road Construction Requirement 3331,45874,IP_19,Semi Rural
SET_3333,Water Supply,Completed On Time,100,5479178.713982665,Water Supply Requirement 3332,10868,IP_05,Semi Urban
SET_3334,Hospital Development,Delayed,62,26504423.100272033,Hospital Development Requirement 3333,64670,IP_03,Urban
SET_3335,Hospital Development,Ongoing,59,49270487.59233414,Hospital Development Requirement 3334,77587,IP_06,Urban
SET_3336,Road Construction,Delayed,72,41642841.54623836,Road Construction Requirement 3335,87518,IP_14,Urban
SET_3337,School Building,Completed On Time,100,7281425.35427721,School Building Requirement 3336,29530,IP_14,Semi Rural
SET_3338,Water Supply,Delayed,54,1561829.6186737712,Water Supply Requirement 3337,7087,IP_06,Semi Rural
SET_3339,Water Supply,Completed Behind Schedule,84,6890757.990273773,Water Supply Requirement 3338,21163,IP_20,Semi Rural
SET_3340,Hospital Development,Stalled,15,5465036.962053848,Hospital Development Requirement 3339,24270,IP_06,Semi Rural
SET_3341,Hospital Development,Delayed,70,28953306.753515165,Hospital Development Requirement 3340,84520,IP_04,Semi Urban
SET_3342,Energy,Delayed,51,10645314.219413988,Energy Requirement 3341,26040,IP_16,Semi Rural
SET_3343,Market Place Construction,Completed On Time,100,27860733.44930617,Market Place Construction Requirement 3342,78737,IP_11,Urban
SET_3344,Road Construction,Completed Behind Schedule,83,31538681.01633957,Road Construction Requirement 3343,76764,IP_14,Urban
SET_3345,Market Place Construction,Completed On Time,100,36033781.80972606,Market Place Construction Requirement 3344,88567,IP_05,Semi Urban
SET_3346,Market Place Construction,Completed Behind Schedule,96,1852686.109587607,Market Place Construction Requirement 3345,5188,IP_10,Rural
SET_3347,Market Place Construction,Ongoing,45,25840482.90108175,Market Place Construction Requirement 3346,59092,IP_14,Semi Urban
SET_3348,Water Supply,Completed Behind Schedule,98,21781505.88635461,Water Supply Requirement 3347,67019,IP_14,Semi Urban
SET_3349,Water Supply,Completed Behind Schedule,97,37457699.67795883,Water Supply Requirement 3348,84985,IP_08,Semi Urban
SET_3350,Hospital Development,Ongoing,74,32265754.772660114,Hospital Development Requirement 3349,62061,IP_05,Semi Urban
SET_3351,Water Supply,Completed Behind Schedule,82,12850820.569978533,Water Supply Requirement 3350,35572,IP_04,Semi Rural
SET_3352,Market Place Construction,Ongoing,52,4073938.6963204625,Market Place Construction Requirement 3351,19604,IP_16,Semi Rural
SET_3353,School Building,Completed On Time,100,21549496.49547908,School Building Requirement 3352,52050,IP_14,Semi Urban
SET_3354,Market Place Construction,Stalled,33,2896626.9351666477,Market Place Construction Requirement 3353,9010,IP_02,Semi Rural
SET_3355,Hospital Development,Ongoing,54,43628426.273919836,Hospital Development Requirement 3354,99782,IP_10,Urban
SET_3356,Energy,Completed On Time,100,10282772.10797117,Energy Requirement 3355,46048,IP_20,Semi Rural
SET_3357,Hospital Development,Delayed,79,18572042.14824927,Hospital Development Requirement 3356,45388,IP_06,Semi Urban
SET_3358,Road Construction,Completed On Time,100,36993200.481581226,Road Construction Requirement 3357,89859,IP_11,Semi Urban
SET_3359,Hospital Development,Completed Behind Schedule,84,56881937.349143565,Hospital Development Requirement 3358,97649,IP_15,Urban
SET_3360,Market Place Construction,Completed On Time,100,3569720.5064361757,Market Place Construction Requirement 3359,15133,IP_16,Semi Rural
SET_3361,Energy,Completed On Time,100,34981619.149854384,Energy Requirement 3360,75923,IP_07,Semi Urban
SET_3362,Water Supply,Completed Behind Schedule,85,36319120.515263826,Water Supply Requirement 3361,95187,IP_12,Urban
SET_3363,Road Construction,Cancelled,16,47466761.83673878,Road Construction Requirement 3362,82313,IP_13,Urban
SET_3364,Energy,Ongoing,42,14626746.231626697,Energy Requirement 3363,24549,IP_16,Semi Urban
SET_3365,Energy,Completed Behind Schedule,98,30981788.52516692,Energy Requirement 3364,68967,IP_11,Urban
SET_3366,Energy,Delayed,64,13541458.668768667,Energy Requirement 3365,46102,IP_08,Semi Urban
SET_3367,Energy,Completed On Time,100,3254379.337972476,Energy Requirement 3366,10009,IP_02,Semi Rural
SET_3368,Water Supply,Completed On Time,100,13825680.288769607,Water Supply Requirement 3367,45837,IP_05,Semi Urban
SET_3369,Hospital Development,Ongoing,30,16355325.831231318,Hospital Development Requirement 3368,57439,IP_11,Urban
SET_3370,Hospital Development,Stalled,17,27586523.28536886,Hospital Development Requirement 3369,60698,IP_07,Semi Urban
SET_3371,School Building,Completed On Time,100,21309079.686997946,School Building Requirement 3370,73715,IP_12,Semi Urban
SET_3372,Market Place Construction,Cancelled,15,8027216.412896425,Market Place Construction Requirement 3371,40992,IP_10,Semi Rural
SET_3373,Hospital Development,Completed Behind Schedule,91,37755686.8429926,Hospital Development Requirement 3372,95571,IP_20,Urban
SET_3374,Market Place Construction,Completed On Time,100,12386211.868738426,Market Place Construction Requirement 3373,51528,IP_09,Semi Urban
SET_3375,Market Place Construction,Completed Behind Schedule,99,32923011.67785387,Market Place Construction Requirement 3374,63977,IP_03,Semi Urban
SET_3376,School Building,Ongoing,56,32220711.238524284,School Building Requirement 3375,80880,IP_01,Urban
SET_3377,Hospital Development,Completed On Time,100,11006243.762452152,Hospital Development Requirement 3376,24304,IP_05,Semi Urban
SET_3378,Water Supply,Stalled,24,19605850.27915472,Water Supply Requirement 3377,31006,IP_17,Semi Urban
SET_3379,Road Construction,Stalled,11,8777277.333081007,Road Construction Requirement 3378,28156,IP_16,Semi Rural
SET_3380,Water Supply,Delayed,63,9915505.643511284,Water Supply Requirement 3379,26778,IP_18,Semi Rural
SET_3381,Hospital Development,Completed Behind Schedule,80,29889203.954007782,Hospital Development Requirement 3380,73257,IP_18,Semi Urban
SET_3382,Market Place Construction,Ongoing,65,20304729.190669026,Market Place Construction Requirement 3381,43042,IP_17,Semi Rural
SET_3383,Market Place Construction,Stalled,18,673545.3923778913,Market Place Construction Requirement 3382,3070,IP_19,Rural
SET_3384,Hospital Development,Delayed,62,8990295.94182771,Hospital Development Requirement 3383,21936,IP_10,Semi Urban
SET_3385,Market Place Construction,Completed Behind Schedule,88,18888526.837387886,Market Place Construction Requirement 3384,47323,IP_07,Semi Urban
SET_3386,Energy,Ongoing,77,12048291.767885432,Energy Requirement 3385,27527,IP_20,Semi Urban
SET_3387,School Building,Delayed,63,21596173.40150274,School Building Requirement 3386,60336,IP_09,Urban
SET_3388,Hospital Development,Completed On Time,100,9332234.365992725,Hospital Development Requirement 3387,37822,IP_03,Semi Urban
SET_3389,Energy,Delayed,50,35367325.13082431,Energy Requirement 3388,70700,IP_16,Urban
SET_3390,Hospital Development,Completed On Time,100,35418493.11988352,Hospital Development Requirement 3389,74568,IP_01,Semi Urban
SET_3391,Road Construction,Completed On Time,100,16050142.58459812,Road Construction Requirement 3390,50178,IP_09,Semi Urban
SET_3392,Market Place Construction,Ongoing,65,31093442.46723109,Market Place Construction Requirement 3391,72774,IP_04,Urban
SET_3393,Market Place Construction,Ongoing,65,59312883.10863806,Market Place Construction Requirement 3392,99264,IP_09,Semi Urban
SET_3394,Energy,Ongoing,74,9806735.373582307,Energy Requirement 3393,32747,IP_07,Semi Urban
SET_3395,Road Construction,Stalled,39,1376005.0331962097,Road Construction Requirement 3394,9065,IP_15,Rural
SET_3396,Hospital Development,Completed Behind Schedule,92,31925835.974998027,Hospital Development Requirement 3395,86733,IP_05,Urban
SET_3397,School Building,Ongoing,36,13239552.89686603,School Building Requirement 3396,42372,IP_04,Semi Rural
SET_3398,School Building,Completed Behind Schedule,98,8795446.579474706,School Building Requirement 3397,22565,IP_02,Semi Urban
SET_3399,Water Supply,Delayed,62,801718.4042344841,Water Supply Requirement 3398,2706,IP_20,Semi Rural
SET_3400,Market Place Construction,Ongoing,60,12493757.96372681,Market Place Construction Requirement 3399,42221,IP_05,Semi Urban
SET_3401,Energy,Ongoing,70,32365481.327438556,Energy Requirement 3400,58964,IP_14,Semi Urban
SET_3402,Water Supply,Delayed,62,28932763.472386558,Water Supply Requirement 3401,52862,IP_09,Semi Urban
SET_3403,Road Construction,Ongoing,65,33209430.2954724,Road Construction Requirement 3402,84904,IP_15,Urban
SET_3404,Market Place Construction,Completed Behind Schedule,99,34360412.70134189,Market Place Construction Requirement 3403,78240,IP_02,Urban
SET_3405,Energy,Ongoing,61,684278.8854365794,Energy Requirement 3404,2316,IP_16,Semi Rural
SET_3406,School Building,Cancelled,8,31124555.40103473,School Building Requirement 3405,86643,IP_15,Semi Urban
SET_3407,Water Supply,Completed On Time,100,7300080.601378784,Water Supply Requirement 3406,13795,IP_18,Semi Urban
SET_3408,Energy,Completed On Time,100,43295428.78122086,Energy Requirement 3407,86096,IP_02,Urban
SET_3409,Energy,Completed On Time,100,37110983.24894783,Energy Requirement 3408,93582,IP_04,Semi Urban
SET_3410,Energy,Stalled,33,322586.93286426365,Energy Requirement 3409,1209,IP_16,Rural
SET_3411,Energy,Ongoing,42,9823794.477627778,Energy Requirement 3410,31545,IP_18,Semi Rural
SET_3412,Road Construction,Completed Behind Schedule,83,4525372.176905813,Road Construction Requirement 3411,20301,IP_08,Semi Urban
SET_3413,Energy,Ongoing,49,34009738.36738834,Energy Requirement 3412,87337,IP_16,Urban
SET_3414,School Building,Completed On Time,100,32628050.82886477,School Building Requirement 3413,82115,IP_10,Urban
SET_3415,Market Place Construction,Completed On Time,100,48387776.31459615,Market Place Construction Requirement 3414,98969,IP_17,Semi Urban
SET_3416,School Building,Cancelled,5,21889202.95903398,School Building Requirement 3415,60730,IP_10,Semi Urban
SET_3417,Energy,Delayed,58,42462089.455623284,Energy Requirement 3416,85052,IP_20,Urban
SET_3418,Energy,Stalled,21,7406895.886811807,Energy Requirement 3417,40601,IP_01,Semi Rural
SET_3419,Market Place Construction,Ongoing,76,2223045.0696474365,Market Place Construction Requirement 3418,6934,IP_10,Semi Rural
SET_3420,Market Place Construction,Completed Behind Schedule,80,25563895.818673175,Market Place Construction Requirement 3419,48543,IP_12,Semi Urban
SET_3421,Market Place Construction,Ongoing,33,21878637.835797597,Market Place Construction Requirement 3420,65863,IP_17,Urban
SET_3422,Hospital Development,Ongoing,44,5840860.644927412,Hospital Development Requirement 3421,20173,IP_04,Semi Urban
SET_3423,Water Supply,Stalled,14,12497944.400658028,Water Supply Requirement 3422,31711,IP_13,Semi Rural
SET_3424,Market Place Construction,Ongoing,30,35941676.80432245,Market Place Construction Requirement 3423,76432,IP_04,Semi Urban
SET_3425,Road Construction,Completed Behind Schedule,91,16676994.289081631,Road Construction Requirement 3424,66783,IP_04,Urban
SET_3426,Road Construction,Completed On Time,100,7469846.57159267,Road Construction Requirement 3425,17832,IP_13,Semi Rural
SET_3427,Energy,Completed On Time,100,5976911.487985806,Energy Requirement 3426,30446,IP_09,Semi Rural
